asn,prefix,as_path
396354,1.2.3.0/24,"(396354, 6939, 2152, 25)"
396354,1.2.0.0/16,"(396354, 174, 10886, 27)"
22802,1.2.3.0/24,"(22802, 3356, 2152, 25)"
22802,1.2.0.0/16,"(22802, 3356, 10886, 27)"
22808,1.2.0.0/16,"(22808, 174, 10886, 27)"
22808,1.2.3.0/24,"(22808, 3356, 2152, 25)"
393697,1.2.0.0/16,"(393697, 6461, 10886, 27)"
393697,1.2.3.0/24,"(393697, 6461, 2152, 25)"
396406,1.2.0.0/16,"(396406, 174, 10886, 27)"
55504,1.2.3.0/24,"(55504, 13335, 2152, 25)"
22868,1.2.0.0/16,"(22868, 174, 10886, 27)"
140735,1.2.3.0/24,"(140735, 7575, 2152, 25)"
18035,1.2.3.0/24,"(18035, 3786, 2152, 25)"
22883,1.2.3.0/24,"(22883, 3356, 2152, 25)"
22883,1.2.0.0/16,"(22883, 3356, 10886, 27)"
396437,1.2.0.0/16,"(396437, 174, 10886, 27)"
396437,1.2.3.0/24,"(396437, 3356, 2152, 25)"
22931,1.2.3.0/24,"(22931, 6939, 2152, 25)"
22931,1.2.0.0/16,"(22931, 174, 10886, 27)"
396485,1.2.0.0/16,"(396485, 174, 10886, 27)"
22973,1.2.0.0/16,"(22973, 174, 10886, 27)"
1996,1.2.0.0/16,"(1996, 174, 10886, 27)"
23296,1.2.3.0/24,"(23296, 3356, 2152, 25)"
23296,1.2.0.0/16,"(23296, 3356, 10886, 27)"
396868,1.2.0.0/16,"(396868, 174, 10886, 27)"
396868,1.2.3.0/24,"(396868, 6461, 2152, 25)"
23325,1.2.0.0/16,"(23325, 174, 10886, 27)"
396879,1.2.0.0/16,"(396879, 174, 10886, 27)"
401729,1.2.0.0/16,"(401729, 174, 10886, 27)"
396896,1.2.0.0/16,"(396896, 174, 10886, 27)"
400829,1.2.0.0/16,"(400829, 174, 10886, 27)"
400829,1.2.3.0/24,"(400829, 3356, 2152, 25)"
6522,1.2.3.0/24,"(6522, 3356, 2152, 25)"
6522,1.2.0.0/16,"(6522, 3356, 10886, 27)"
396916,1.2.0.0/16,"(396916, 174, 10886, 27)"
2615,1.2.3.0/24,"(2615, 6939, 2152, 25)"
23368,1.2.3.0/24,"(23368, 6939, 2152, 25)"
23368,1.2.0.0/16,"(23368, 174, 10886, 27)"
23394,1.2.3.0/24,"(23394, 3356, 2152, 25)"
23394,1.2.0.0/16,"(23394, 3356, 10886, 27)"
396948,1.2.0.0/16,"(396948, 174, 10886, 27)"
396984,1.2.3.0/24,"(396984, 6461, 2152, 25)"
396984,1.2.0.0/16,"(396984, 174, 10886, 27)"
23435,1.2.3.0/24,"(23435, 3356, 2152, 25)"
23435,1.2.0.0/16,"(23435, 3356, 10886, 27)"
18602,1.2.3.0/24,"(18602, 3356, 2152, 25)"
18602,1.2.0.0/16,"(18602, 3356, 10886, 27)"
23436,1.2.3.0/24,"(23436, 3356, 2152, 25)"
23436,1.2.0.0/16,"(23436, 3356, 10886, 27)"
396990,1.2.0.0/16,"(396990, 174, 10886, 27)"
396991,1.2.0.0/16,"(396991, 174, 10886, 27)"
396991,1.2.3.0/24,"(396991, 3356, 2152, 25)"
397007,1.2.0.0/16,"(397007, 174, 10886, 27)"
397007,1.2.3.0/24,"(397007, 3356, 2152, 25)"
37254,1.2.0.0/16,"(37254, 174, 10886, 27)"
44297,1.2.0.0/16,"(44297, 174, 10886, 27)"
397098,1.2.0.0/16,"(397098, 174, 10886, 27)"
23545,1.2.3.0/24,"(23545, 3356, 2152, 25)"
23545,1.2.0.0/16,"(23545, 3356, 10886, 27)"
397099,1.2.0.0/16,"(397099, 174, 10886, 27)"
2818,1.2.0.0/16,"(2818, 1299, 10886, 27)"
2818,1.2.3.0/24,"(2818, 3356, 2152, 25)"
215319,1.2.0.0/16,"(215319, 174, 10886, 27)"
397130,1.2.0.0/16,"(397130, 174, 10886, 27)"
397169,1.2.0.0/16,"(397169, 174, 10886, 27)"
60825,1.2.0.0/16,"(60825, 286, 10886, 27)"
397175,1.2.0.0/16,"(397175, 174, 10886, 27)"
397187,1.2.0.0/16,"(397187, 174, 10886, 27)"
42320,1.2.3.0/24,"(42320, 3356, 2152, 25)"
42320,1.2.0.0/16,"(42320, 3356, 10886, 27)"
397271,1.2.0.0/16,"(397271, 174, 10886, 27)"
397291,1.2.0.0/16,"(397291, 174, 10886, 27)"
44608,1.2.0.0/16,"(44608, 3257, 10886, 27)"
44608,1.2.3.0/24,"(44608, 3356, 2152, 25)"
397409,1.2.3.0/24,"(397409, 3356, 2152, 25)"
397409,1.2.0.0/16,"(397409, 174, 10886, 27)"
397415,1.2.0.0/16,"(397415, 174, 10886, 27)"
397415,1.2.3.0/24,"(397415, 3356, 2152, 25)"
7060,1.2.3.0/24,"(7060, 3356, 2152, 25)"
7060,1.2.0.0/16,"(7060, 3356, 10886, 27)"
397451,1.2.0.0/16,"(397451, 174, 10886, 27)"
17350,1.2.0.0/16,"(17350, 1299, 10886, 27)"
17350,1.2.3.0/24,"(17350, 3356, 2152, 25)"
395737,1.2.3.0/24,"(395737, 3356, 2152, 25)"
395737,1.2.0.0/16,"(395737, 3356, 10886, 27)"
397530,1.2.0.0/16,"(397530, 174, 10886, 27)"
397540,1.2.0.0/16,"(397540, 174, 10886, 27)"
42553,1.2.3.0/24,"(42553, 16276, 2152, 25)"
213011,1.2.0.0/16,"(213011, 174, 10886, 27)"
45376,1.2.3.0/24,"(45376, 4766, 2152, 25)"
397654,1.2.0.0/16,"(397654, 174, 10886, 27)"
397654,1.2.3.0/24,"(397654, 3356, 2152, 25)"
215312,1.2.3.0/24,"(215312, 16276, 2152, 25)"
3412,1.2.3.0/24,"(3412, 3356, 2152, 25)"
3412,1.2.0.0/16,"(3412, 3356, 10886, 27)"
273205,1.2.0.0/16,"(273205, 174, 10886, 27)"
397723,1.2.0.0/16,"(397723, 174, 10886, 27)"
7358,1.2.3.0/24,"(7358, 3356, 2152, 25)"
7358,1.2.0.0/16,"(7358, 3356, 10886, 27)"
397774,1.2.0.0/16,"(397774, 174, 10886, 27)"
24251,1.2.3.0/24,"(24251, 2516, 2152, 25)"
24253,1.2.3.0/24,"(24253, 2516, 2152, 25)"
397807,1.2.0.0/16,"(397807, 174, 10886, 27)"
397809,1.2.3.0/24,"(397809, 6939, 2152, 25)"
397809,1.2.0.0/16,"(397809, 174, 10886, 27)"
397810,1.2.0.0/16,"(397810, 174, 10886, 27)"
397810,1.2.3.0/24,"(397810, 3356, 2152, 25)"
61466,1.2.3.0/24,"(61466, 3356, 2152, 25)"
61466,1.2.0.0/16,"(61466, 3356, 10886, 27)"
32165,1.2.3.0/24,"(32165, 3356, 2152, 25)"
32165,1.2.0.0/16,"(32165, 3356, 10886, 27)"
202623,1.2.0.0/16,"(202623, 286, 10886, 27)"
202623,1.2.3.0/24,"(202623, 3356, 2152, 25)"
397818,1.2.0.0/16,"(397818, 174, 10886, 27)"
397818,1.2.3.0/24,"(397818, 3356, 2152, 25)"
397860,1.2.0.0/16,"(397860, 174, 10886, 27)"
19473,1.2.0.0/16,"(19473, 6461, 10886, 27)"
19473,1.2.3.0/24,"(19473, 6461, 2152, 25)"
397868,1.2.0.0/16,"(397868, 174, 10886, 27)"
397868,1.2.3.0/24,"(397868, 3356, 2152, 25)"
397885,1.2.0.0/16,"(397885, 174, 10886, 27)"
397911,1.2.0.0/16,"(397911, 174, 10886, 27)"
397934,1.2.0.0/16,"(397934, 174, 10886, 27)"
215605,1.2.0.0/16,"(215605, 174, 10886, 27)"
213319,1.2.3.0/24,"(213319, 3356, 2152, 25)"
213319,1.2.0.0/16,"(213319, 3356, 10886, 27)"
57032,1.2.0.0/16,"(57032, 174, 10886, 27)"
397948,1.2.0.0/16,"(397948, 174, 10886, 27)"
397964,1.2.0.0/16,"(397964, 174, 10886, 27)"
397964,1.2.3.0/24,"(397964, 3356, 2152, 25)"
271835,1.2.3.0/24,"(271835, 3356, 2152, 25)"
271835,1.2.0.0/16,"(271835, 3356, 10886, 27)"
397969,1.2.0.0/16,"(397969, 174, 10886, 27)"
398013,1.2.0.0/16,"(398013, 174, 10886, 27)"
398026,1.2.0.0/16,"(398026, 174, 10886, 27)"
398099,1.2.0.0/16,"(398099, 174, 10886, 27)"
398099,1.2.3.0/24,"(398099, 3356, 2152, 25)"
211393,1.2.0.0/16,"(211393, 1299, 10886, 27)"
398194,1.2.0.0/16,"(398194, 174, 10886, 27)"
398194,1.2.3.0/24,"(398194, 6461, 2152, 25)"
398198,1.2.0.0/16,"(398198, 174, 10886, 27)"
398210,1.2.0.0/16,"(398210, 174, 10886, 27)"
398213,1.2.0.0/16,"(398213, 174, 10886, 27)"
398229,1.2.3.0/24,"(398229, 6939, 2152, 25)"
398229,1.2.0.0/16,"(398229, 174, 10886, 27)"
398269,1.2.0.0/16,"(398269, 174, 10886, 27)"
27424,1.2.3.0/24,"(27424, 6939, 2152, 25)"
27424,1.2.0.0/16,"(27424, 174, 10886, 27)"
131189,1.2.0.0/16,"(131189, 286, 10886, 27)"
131189,1.2.3.0/24,"(131189, 21859, 2152, 25)"
398297,1.2.3.0/24,"(398297, 6939, 2152, 25)"
398297,1.2.0.0/16,"(398297, 174, 10886, 27)"
24750,1.2.0.0/16,"(24750, 286, 10886, 27)"
142636,1.2.3.0/24,"(142636, 8220, 2152, 25)"
398323,1.2.0.0/16,"(398323, 174, 10886, 27)"
19936,1.2.0.0/16,"(19936, 286, 10886, 27)"
19936,1.2.3.0/24,"(19936, 3356, 2152, 25)"
398337,1.2.0.0/16,"(398337, 174, 10886, 27)"
19950,1.2.0.0/16,"(19950, 286, 10886, 27)"
19950,1.2.3.0/24,"(19950, 3356, 2152, 25)"
398343,1.2.0.0/16,"(398343, 174, 10886, 27)"
398345,1.2.0.0/16,"(398345, 174, 10886, 27)"
62001,1.2.0.0/16,"(62001, 3257, 10886, 27)"
24806,1.2.0.0/16,"(24806, 174, 10886, 27)"
398360,1.2.0.0/16,"(398360, 174, 10886, 27)"
398360,1.2.3.0/24,"(398360, 3356, 2152, 25)"
398388,1.2.0.0/16,"(398388, 174, 10886, 27)"
398398,1.2.0.0/16,"(398398, 174, 10886, 27)"
398400,1.2.0.0/16,"(398400, 174, 10886, 27)"
57504,1.2.3.0/24,"(57504, 3356, 2152, 25)"
57504,1.2.0.0/16,"(57504, 3356, 10886, 27)"
398420,1.2.0.0/16,"(398420, 174, 10886, 27)"
398433,1.2.0.0/16,"(398433, 174, 10886, 27)"
398444,1.2.0.0/16,"(398444, 174, 10886, 27)"
398444,1.2.3.0/24,"(398444, 3356, 2152, 25)"
398475,1.2.0.0/16,"(398475, 174, 10886, 27)"
398475,1.2.3.0/24,"(398475, 3356, 2152, 25)"
45678,1.2.3.0/24,"(45678, 2516, 2152, 25)"
398479,1.2.0.0/16,"(398479, 174, 10886, 27)"
398479,1.2.3.0/24,"(398479, 6461, 2152, 25)"
24926,1.2.3.0/24,"(24926, 3356, 2152, 25)"
24926,1.2.0.0/16,"(24926, 3356, 10886, 27)"
398480,1.2.0.0/16,"(398480, 174, 10886, 27)"
398480,1.2.3.0/24,"(398480, 3356, 2152, 25)"
398482,1.2.0.0/16,"(398482, 174, 10886, 27)"
398498,1.2.0.0/16,"(398498, 174, 10886, 27)"
20111,1.2.0.0/16,"(20111, 3257, 10886, 27)"
25022,1.2.0.0/16,"(25022, 174, 10886, 27)"
274058,1.2.0.0/16,"(274058, 174, 10886, 27)"
57660,1.2.0.0/16,"(57660, 1299, 10886, 27)"
57660,1.2.3.0/24,"(57660, 3356, 2152, 25)"
398576,1.2.3.0/24,"(398576, 6939, 2152, 25)"
398576,1.2.0.0/16,"(398576, 174, 10886, 27)"
49296,1.2.0.0/16,"(49296, 286, 10886, 27)"
398647,1.2.0.0/16,"(398647, 174, 10886, 27)"
131096,1.2.3.0/24,"(131096, 3786, 2152, 25)"
45867,1.2.3.0/24,"(45867, 13335, 2152, 25)"
398696,1.2.0.0/16,"(398696, 174, 10886, 27)"
57833,1.2.3.0/24,"(57833, 3356, 2152, 25)"
57833,1.2.0.0/16,"(57833, 3356, 10886, 27)"
398749,1.2.3.0/24,"(398749, 8220, 2152, 25)"
398749,1.2.0.0/16,"(398749, 174, 10886, 27)"
20362,1.2.3.0/24,"(20362, 7342, 2152, 25)"
16992,1.2.3.0/24,"(16992, 6939, 2152, 25)"
16992,1.2.0.0/16,"(16992, 174, 10886, 27)"
25286,1.2.0.0/16,"(25286, 174, 10886, 27)"
398840,1.2.0.0/16,"(398840, 174, 10886, 27)"
398878,1.2.0.0/16,"(398878, 174, 10886, 27)"
398878,1.2.3.0/24,"(398878, 3356, 2152, 25)"
398913,1.2.0.0/16,"(398913, 174, 10886, 27)"
398922,1.2.3.0/24,"(398922, 6939, 2152, 25)"
398922,1.2.0.0/16,"(398922, 174, 10886, 27)"
398928,1.2.0.0/16,"(398928, 174, 10886, 27)"
398934,1.2.0.0/16,"(398934, 174, 10886, 27)"
398951,1.2.0.0/16,"(398951, 174, 10886, 27)"
62607,1.2.0.0/16,"(62607, 174, 10886, 27)"
398956,1.2.0.0/16,"(398956, 174, 10886, 27)"
62612,1.2.0.0/16,"(62612, 6461, 10886, 27)"
62612,1.2.3.0/24,"(62612, 6461, 2152, 25)"
135317,1.2.3.0/24,"(135317, 13335, 2152, 25)"
50088,1.2.3.0/24,"(50088, 8220, 2152, 25)"
50088,1.2.0.0/16,"(50088, 174, 10886, 27)"
398967,1.2.0.0/16,"(398967, 174, 10886, 27)"
17151,1.2.0.0/16,"(17151, 286, 10886, 27)"
17151,1.2.3.0/24,"(17151, 3356, 2152, 25)"
272838,1.2.3.0/24,"(272838, 3356, 2152, 25)"
272838,1.2.0.0/16,"(272838, 3356, 10886, 27)"
398976,1.2.0.0/16,"(398976, 174, 10886, 27)"
398976,1.2.3.0/24,"(398976, 3356, 2152, 25)"
398980,1.2.0.0/16,"(398980, 174, 10886, 27)"
17164,1.2.3.0/24,"(17164, 3356, 2152, 25)"
17164,1.2.0.0/16,"(17164, 3356, 10886, 27)"
46188,1.2.0.0/16,"(46188, 174, 10886, 27)"
398989,1.2.0.0/16,"(398989, 174, 10886, 27)"
398989,1.2.3.0/24,"(398989, 3356, 2152, 25)"
46192,1.2.0.0/16,"(46192, 1299, 10886, 27)"
46192,1.2.3.0/24,"(46192, 6461, 2152, 25)"
272869,1.2.3.0/24,"(272869, 3356, 2152, 25)"
272869,1.2.0.0/16,"(272869, 3356, 10886, 27)"
399041,1.2.3.0/24,"(399041, 6939, 2152, 25)"
399041,1.2.0.0/16,"(399041, 174, 10886, 27)"
62697,1.2.3.0/24,"(62697, 3356, 2152, 25)"
62697,1.2.0.0/16,"(62697, 3356, 10886, 27)"
399044,1.2.0.0/16,"(399044, 174, 10886, 27)"
399049,1.2.0.0/16,"(399049, 174, 10886, 27)"
132046,1.2.3.0/24,"(132046, 6939, 2152, 25)"
46817,1.2.0.0/16,"(46817, 6461, 10886, 27)"
46817,1.2.3.0/24,"(46817, 6461, 2152, 25)"
39526,1.2.0.0/16,"(39526, 286, 10886, 27)"
399112,1.2.0.0/16,"(399112, 174, 10886, 27)"
19087,1.2.3.0/24,"(19087, 3356, 2152, 25)"
19087,1.2.0.0/16,"(19087, 3356, 10886, 27)"
4886,1.2.0.0/16,"(4886, 174, 10886, 27)"
212416,1.2.0.0/16,"(212416, 174, 10886, 27)"
212416,1.2.3.0/24,"(212416, 3356, 2152, 25)"
399193,1.2.0.0/16,"(399193, 174, 10886, 27)"
399193,1.2.3.0/24,"(399193, 14041, 2152, 25)"
4898,1.2.3.0/24,"(4898, 1828, 2152, 25)"
4898,1.2.0.0/16,"(4898, 3356, 10886, 27)"
62861,1.2.3.0/24,"(62861, 20115, 2152, 25)"
399206,1.2.3.0/24,"(399206, 6939, 2152, 25)"
399206,1.2.0.0/16,"(399206, 174, 10886, 27)"
62862,1.2.3.0/24,"(62862, 3356, 2152, 25)"
62862,1.2.0.0/16,"(62862, 3356, 10886, 27)"
205882,1.2.0.0/16,"(205882, 174, 10886, 27)"
19105,1.2.3.0/24,"(19105, 3356, 2152, 25)"
19105,1.2.0.0/16,"(19105, 3356, 10886, 27)"
399210,1.2.0.0/16,"(399210, 174, 10886, 27)"
25667,1.2.3.0/24,"(25667, 3356, 2152, 25)"
25667,1.2.0.0/16,"(25667, 3356, 10886, 27)"
399221,1.2.0.0/16,"(399221, 174, 10886, 27)"
25677,1.2.0.0/16,"(25677, 174, 10886, 27)"
17267,1.2.3.0/24,"(17267, 6939, 2152, 25)"
17267,1.2.0.0/16,"(17267, 174, 10886, 27)"
62944,1.2.3.0/24,"(62944, 3356, 2152, 25)"
62944,1.2.0.0/16,"(62944, 3356, 10886, 27)"
25751,1.2.3.0/24,"(25751, 3356, 2152, 25)"
25751,1.2.0.0/16,"(25751, 3356, 10886, 27)"
58389,1.2.3.0/24,"(58389, 6939, 2152, 25)"
58389,1.2.0.0/16,"(58389, 174, 10886, 27)"
399305,1.2.0.0/16,"(399305, 174, 10886, 27)"
4503,1.2.0.0/16,"(4503, 6461, 10886, 27)"
4503,1.2.3.0/24,"(4503, 6461, 2152, 25)"
399347,1.2.0.0/16,"(399347, 174, 10886, 27)"
46572,1.2.0.0/16,"(46572, 1299, 10886, 27)"
399462,1.2.0.0/16,"(399462, 174, 10886, 27)"
25940,1.2.0.0/16,"(25940, 286, 10886, 27)"
25940,1.2.3.0/24,"(25940, 8220, 2152, 25)"
399494,1.2.0.0/16,"(399494, 174, 10886, 27)"
25967,1.2.3.0/24,"(25967, 3356, 2152, 25)"
25967,1.2.0.0/16,"(25967, 3356, 10886, 27)"
399522,1.2.0.0/16,"(399522, 174, 10886, 27)"
399522,1.2.3.0/24,"(399522, 6461, 2152, 25)"
152202,1.2.3.0/24,"(152202, 3786, 2152, 25)"
399627,1.2.0.0/16,"(399627, 174, 10886, 27)"
63283,1.2.3.0/24,"(63283, 3356, 2152, 25)"
63283,1.2.0.0/16,"(63283, 3356, 10886, 27)"
399636,1.2.0.0/16,"(399636, 174, 10886, 27)"
46853,1.2.0.0/16,"(46853, 174, 10886, 27)"
26114,1.2.0.0/16,"(26114, 1299, 10886, 27)"
26114,1.2.3.0/24,"(26114, 3356, 2152, 25)"
399668,1.2.3.0/24,"(399668, 6939, 2152, 25)"
399668,1.2.0.0/16,"(399668, 174, 10886, 27)"
63324,1.2.3.0/24,"(63324, 3356, 2152, 25)"
63324,1.2.0.0/16,"(63324, 3356, 10886, 27)"
399672,1.2.0.0/16,"(399672, 174, 10886, 27)"
63328,1.2.3.0/24,"(63328, 6939, 2152, 25)"
46889,1.2.0.0/16,"(46889, 3257, 10886, 27)"
46889,1.2.3.0/24,"(46889, 3356, 2152, 25)"
26211,1.2.0.0/16,"(26211, 174, 10886, 27)"
26211,1.2.3.0/24,"(26211, 3356, 2152, 25)"
399765,1.2.0.0/16,"(399765, 174, 10886, 27)"
26215,1.2.0.0/16,"(26215, 174, 10886, 27)"
399769,1.2.0.0/16,"(399769, 174, 10886, 27)"
51231,1.2.3.0/24,"(51231, 8220, 2152, 25)"
26224,1.2.3.0/24,"(26224, 3356, 2152, 25)"
26224,1.2.0.0/16,"(26224, 3356, 10886, 27)"
40430,1.2.0.0/16,"(40430, 174, 10886, 27)"
29954,1.2.3.0/24,"(29954, 3356, 2152, 25)"
29954,1.2.0.0/16,"(29954, 3356, 10886, 27)"
26262,1.2.3.0/24,"(26262, 3356, 2152, 25)"
26262,1.2.0.0/16,"(26262, 3356, 10886, 27)"
399856,1.2.0.0/16,"(399856, 174, 10886, 27)"
21469,1.2.3.0/24,"(21469, 8220, 2152, 25)"
399868,1.2.3.0/24,"(399868, 1828, 2152, 25)"
399868,1.2.0.0/16,"(399868, 174, 10886, 27)"
399917,1.2.0.0/16,"(399917, 174, 10886, 27)"
400020,1.2.0.0/16,"(400020, 174, 10886, 27)"
400073,1.2.0.0/16,"(400073, 174, 10886, 27)"
26547,1.2.3.0/24,"(26547, 3356, 2152, 25)"
26547,1.2.0.0/16,"(26547, 3356, 10886, 27)"
46186,1.2.3.0/24,"(46186, 3356, 2152, 25)"
46186,1.2.0.0/16,"(46186, 3356, 10886, 27)"
400180,1.2.0.0/16,"(400180, 174, 10886, 27)"
26651,1.2.0.0/16,"(26651, 174, 10886, 27)"
26651,1.2.3.0/24,"(26651, 3356, 2152, 25)"
400205,1.2.3.0/24,"(400205, 6461, 2152, 25)"
400205,1.2.0.0/16,"(400205, 174, 10886, 27)"
26833,1.2.3.0/24,"(26833, 3356, 2152, 25)"
26833,1.2.0.0/16,"(26833, 3356, 10886, 27)"
400387,1.2.3.0/24,"(400387, 6939, 2152, 25)"
400387,1.2.0.0/16,"(400387, 174, 10886, 27)"
20286,1.2.0.0/16,"(20286, 6461, 10886, 27)"
20286,1.2.3.0/24,"(20286, 6461, 2152, 25)"
400407,1.2.3.0/24,"(400407, 6939, 2152, 25)"
400407,1.2.0.0/16,"(400407, 174, 10886, 27)"
6124,1.2.0.0/16,"(6124, 174, 10886, 27)"
400431,1.2.0.0/16,"(400431, 174, 10886, 27)"
400431,1.2.3.0/24,"(400431, 6461, 2152, 25)"
9317,1.2.3.0/24,"(9317, 4766, 2152, 25)"
26940,1.2.3.0/24,"(26940, 3356, 2152, 25)"
26940,1.2.0.0/16,"(26940, 3356, 10886, 27)"
400494,1.2.0.0/16,"(400494, 174, 10886, 27)"
400494,1.2.3.0/24,"(400494, 3356, 2152, 25)"
197415,1.2.0.0/16,"(197415, 174, 10886, 27)"
26957,1.2.0.0/16,"(26957, 174, 10886, 27)"
26975,1.2.3.0/24,"(26975, 3356, 2152, 25)"
26975,1.2.0.0/16,"(26975, 3356, 10886, 27)"
400541,1.2.3.0/24,"(400541, 6461, 2152, 25)"
400541,1.2.0.0/16,"(400541, 174, 10886, 27)"
26988,1.2.0.0/16,"(26988, 174, 10886, 27)"
400554,1.2.0.0/16,"(400554, 174, 10886, 27)"
400584,1.2.0.0/16,"(400584, 174, 10886, 27)"
400584,1.2.3.0/24,"(400584, 6461, 2152, 25)"
59729,1.2.0.0/16,"(59729, 174, 10886, 27)"
400645,1.2.0.0/16,"(400645, 174, 10886, 27)"
393891,1.2.3.0/24,"(393891, 3356, 2152, 25)"
393891,1.2.0.0/16,"(393891, 174, 10886, 27)"
15504,1.2.0.0/16,"(15504, 6461, 10886, 27)"
15504,1.2.3.0/24,"(15504, 6461, 2152, 25)"
6349,1.2.3.0/24,"(6349, 3356, 2152, 25)"
6349,1.2.0.0/16,"(6349, 3356, 10886, 27)"
400656,1.2.0.0/16,"(400656, 174, 10886, 27)"
209715,1.2.3.0/24,"(209715, 8220, 2152, 25)"
62296,1.2.3.0/24,"(62296, 6939, 2152, 25)"
62296,1.2.0.0/16,"(62296, 174, 10886, 27)"
20253,1.2.0.0/16,"(20253, 1299, 10886, 27)"
400714,1.2.0.0/16,"(400714, 174, 10886, 27)"
205527,1.2.0.0/16,"(205527, 6461, 10886, 27)"
205527,1.2.3.0/24,"(205527, 6461, 2152, 25)"
400733,1.2.0.0/16,"(400733, 174, 10886, 27)"
400733,1.2.3.0/24,"(400733, 3356, 2152, 25)"
400760,1.2.0.0/16,"(400760, 174, 10886, 27)"
400801,1.2.0.0/16,"(400801, 174, 10886, 27)"
22414,1.2.0.0/16,"(22414, 174, 10886, 27)"
22414,1.2.3.0/24,"(22414, 3356, 2152, 25)"
400904,1.2.0.0/16,"(400904, 174, 10886, 27)"
400908,1.2.0.0/16,"(400908, 174, 10886, 27)"
400920,1.2.0.0/16,"(400920, 174, 10886, 27)"
400923,1.2.3.0/24,"(400923, 1828, 2152, 25)"
400923,1.2.0.0/16,"(400923, 174, 10886, 27)"
27409,1.2.0.0/16,"(27409, 174, 10886, 27)"
400963,1.2.0.0/16,"(400963, 174, 10886, 27)"
400963,1.2.3.0/24,"(400963, 3356, 2152, 25)"
400986,1.2.0.0/16,"(400986, 174, 10886, 27)"
401010,1.2.0.0/16,"(401010, 174, 10886, 27)"
22623,1.2.0.0/16,"(22623, 6461, 10886, 27)"
22623,1.2.3.0/24,"(22623, 6461, 2152, 25)"
62538,1.2.3.0/24,"(62538, 6939, 2152, 25)"
401021,1.2.0.0/16,"(401021, 174, 10886, 27)"
401021,1.2.3.0/24,"(401021, 6461, 2152, 25)"
401030,1.2.0.0/16,"(401030, 174, 10886, 27)"
401063,1.2.3.0/24,"(401063, 6939, 2152, 25)"
401063,1.2.0.0/16,"(401063, 174, 10886, 27)"
27549,1.2.0.0/16,"(27549, 174, 10886, 27)"
401103,1.2.0.0/16,"(401103, 174, 10886, 27)"
262519,1.2.3.0/24,"(262519, 3356, 2152, 25)"
262519,1.2.0.0/16,"(262519, 3356, 10886, 27)"
401139,1.2.0.0/16,"(401139, 174, 10886, 27)"
22752,1.2.3.0/24,"(22752, 3356, 2152, 25)"
22752,1.2.0.0/16,"(22752, 3356, 10886, 27)"
51857,1.2.3.0/24,"(51857, 3356, 2152, 25)"
51857,1.2.0.0/16,"(51857, 3356, 10886, 27)"
265501,1.2.3.0/24,"(265501, 3356, 2152, 25)"
265501,1.2.0.0/16,"(265501, 3356, 10886, 27)"
27639,1.2.3.0/24,"(27639, 3356, 2152, 25)"
27639,1.2.0.0/16,"(27639, 3356, 10886, 27)"
401193,1.2.0.0/16,"(401193, 174, 10886, 27)"
401263,1.2.0.0/16,"(401263, 174, 10886, 27)"
401263,1.2.3.0/24,"(401263, 6461, 2152, 25)"
401414,1.2.0.0/16,"(401414, 174, 10886, 27)"
23027,1.2.0.0/16,"(23027, 6461, 10886, 27)"
23027,1.2.3.0/24,"(23027, 6461, 2152, 25)"
401429,1.2.0.0/16,"(401429, 174, 10886, 27)"
60517,1.2.0.0/16,"(60517, 1299, 10886, 27)"
401433,1.2.0.0/16,"(401433, 174, 10886, 27)"
401433,1.2.3.0/24,"(401433, 6461, 2152, 25)"
401486,1.2.0.0/16,"(401486, 174, 10886, 27)"
23099,1.2.3.0/24,"(23099, 3356, 2152, 25)"
23099,1.2.0.0/16,"(23099, 3356, 10886, 27)"
27984,1.2.3.0/24,"(27984, 3356, 2152, 25)"
27984,1.2.0.0/16,"(27984, 3356, 10886, 27)"
401538,1.2.0.0/16,"(401538, 174, 10886, 27)"
401929,1.2.0.0/16,"(401929, 174, 10886, 27)"
401943,1.2.0.0/16,"(401943, 174, 10886, 27)"
401943,1.2.3.0/24,"(401943, 3356, 2152, 25)"
23556,1.2.3.0/24,"(23556, 4766, 2152, 25)"
400229,1.2.3.0/24,"(400229, 3356, 2152, 25)"
400229,1.2.0.0/16,"(400229, 3356, 10886, 27)"
21799,1.2.3.0/24,"(21799, 3356, 2152, 25)"
21799,1.2.0.0/16,"(21799, 3356, 10886, 27)"
2559,1.2.3.0/24,"(2559, 3356, 2152, 25)"
2559,1.2.0.0/16,"(2559, 3356, 10886, 27)"
46489,1.2.3.0/24,"(46489, 3356, 2152, 25)"
46489,1.2.0.0/16,"(46489, 174, 10886, 27)"
4983,1.2.3.0/24,"(4983, 3356, 2152, 25)"
4983,1.2.0.0/16,"(4983, 3356, 10886, 27)"
7800,1.2.3.0/24,"(7800, 3356, 2152, 25)"
7800,1.2.0.0/16,"(7800, 3356, 10886, 27)"
399458,1.2.0.0/16,"(399458, 286, 10886, 27)"
399458,1.2.3.0/24,"(399458, 3356, 2152, 25)"
63182,1.2.0.0/16,"(63182, 1299, 10886, 27)"
63182,1.2.3.0/24,"(63182, 3356, 2152, 25)"
21676,1.2.3.0/24,"(21676, 3356, 2152, 25)"
21676,1.2.0.0/16,"(21676, 3356, 10886, 27)"
273934,1.2.3.0/24,"(273934, 3356, 2152, 25)"
273934,1.2.0.0/16,"(273934, 3356, 10886, 27)"
